chunk_id,document_id,document_title,filename,source_url,doc_type,topic,chunk_order,chunk_text
52,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,11,"астей работы на проверку научному
руководителю. Составляется руководителем ВКР совместно со студентом в
срок, установленным графиком подготовки ВКР (приложение 2)
Аннотация представляет собой кр аткую характеристику ВК Р. В
аннотации нужно указать объект и цель работы; основные методы
исследования и/или анализа и разработки решения поставленной задачи ;
ключевые полученные результаты, их новизну, качественную и количественную
характеристику собранного материала и результатов.
Также в аннотацию можно включить сведения об объеме, количестве
иллюстраций, таблиц, количестве исп ользованных ис точников, приложений ,
перечень ключевых слов (10-15 слов).
Объем аннотации должен составлять от 700 до 2000 знаков. Текст
аннотации приводится на русском и английском языках. Пример составления и
оформления аннотации приведен в приложении 3.
Содержание включает введение, порядковые номера и наименования
всех разделов, подразделов, пунктов (если они имеют наименования), выводы
или заключение, список использованных источников и наименование
приложений с указанием номеров страниц, с которых начинаются эти элементы
диссертации.
Структурный элемент "" Определения, обозначения и сокращения ""
содержит"
53,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,12,"к использованных источников и наименование
приложений с указанием номеров страниц, с которых начинаются эти элементы
диссертации.
Структурный элемент "" Определения, обозначения и сокращения ""
содержит перечень обозначений и сокращений, используемых в диссертации.
Запись обозначений и сокращений проводят в порядке появления их в тексте
диссертации с необходимой расшифровкой и пояснениями.
Содержательная часть ВКР состоит из введения, основной части и
заключения.
Введение должно содержать оценку современного состояния и
актуальности решаемой научно й или проектно -исследовательской проблемы.
Актуальность исследования определяется его теоретической / практической
значимостью и недостаточной разработанностью проблемы , изучаемой
магистрантом в рамках ВКР.
Должны быть сформулированы основание и исходные данные для
разработки темы, цели и задачи исследования, объект и применяемые методы.
Далее излагаются основные положения работы, выносимые автором на
защиту, практическая значимость работы, реализация и апробация
результатов. Также имеет смысл указать публикации автора по теме работы.
Можно изложить краткое содержание разделов ВКР.
Введение по объему занимает не более 10%"
54,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,13,"чимость работы, реализация и апробация
результатов. Также имеет смысл указать публикации автора по теме работы.
Можно изложить краткое содержание разделов ВКР.
Введение по объему занимает не более 10% работы.
Основная часть , как правило , состоит из двух или трех глав , с
выделением в каждой от двух до четырех разделов. Содержание глав основной
части должно точно соответствовать теме работы и полностью её раскрывать.
Основная часть должна содержать:
 описание и обоснование выбранного направления исследования или
решаемой проектно -исследовательской задачи, анализ известных
теоретических и (или) экспериментальных исследований, являющийся базой
для ВКР, методы исследования или решения задач и их сравнител ьную оценку,
описание выбранной общей методики проведения работы;
 описание процесса теоретических и (или) экспериментальных
исследований, включая определение характера и содержания теоретических
исследований, методы исследований, методы расчета, методы по лучения
проектных решений, обоснование необходимости проведения
экспериментальных работ, описание разработанных объектов, их
характеристики;
 обобщение и оценку результатов исследований и предложения по
дальнейшим"
55,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,14,"ных решений, обоснование необходимости проведения
экспериментальных работ, описание разработанных объектов, их
характеристики;
 обобщение и оценку результатов исследований и предложения по
дальнейшим направлениям работы, оценку достоверности полученных
результатов и их сравнение с аналогичными результатами российских и
зарубежных работ;
 краткие выводы по каждой главе, разделу.
В заключении формулируются выводы по результатам решения
поставленных задач диссертации. Также могут быть приведены рекомендации
по использованию полученных результатов (в том числе для
компании/предприятия, на базе которого выполнялась ВКР) и оценка технико -
экономического уровня выполненной работы.
Объем заключения – не более 5% текста ВКР.
Список использованных источников должен содержать сведения об
источниках, использованных при написании диссертации, в том числе, ссылки
на собственные работы студента (если таковые есть). Список должен
содержать не менее 30 источников, в том числе работы иностранных авторов.
В Приложения следует включать вспомогательные материалы,
необходимые для обоснования полноты решений и раскрывающие результаты
выполненных исследований и расчетов:
 промежуточные"
56,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,15,"иностранных авторов.
В Приложения следует включать вспомогательные материалы,
необходимые для обоснования полноты решений и раскрывающие результаты
выполненных исследований и расчетов:
 промежуточные доказательства, формулы и расчеты;
 таблицы вспомогательных или цифровых данных;
 протоколы испытаний;
 описания программного обеспечения, применяемого при
моделировании и проектировании;
 описание аппаратуры и приборов, применяемых при проведении
экспериментов, измерений и испытаний;
 инструкции, методики, описания алгоритмов и программ,
разработанных в процессе выполнения диссертационной работы;
 иллюстрации (фотографии) вспомогательного характера;
 программная или техническая документация;
 акты внедрения результатов диссертационной работы и др.
Рекомендуемый о бъем магистерской диссертации составляет 60-70
страниц (минимум – 50, максимум – 120) машинописного текста без учета
приложений. Объем графического материала в тексте подлежит согласованию с
научным руководителем работы, но не должен превышать 15%.
3 Оформление ВКР1
3.1 Общие требования
Магистерская работа оформляется на листах бумаги стандартного
формата А4. Текст размещается на одной стороне листа. Размеры полей:"
57,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,16,"ы, но не должен превышать 15%.
3 Оформление ВКР1
3.1 Общие требования
Магистерская работа оформляется на листах бумаги стандартного
формата А4. Текст размещается на одной стороне листа. Размеры полей: левое
– 2 см, правое – 1 см, верхнее – 2 см, нижнее – 2 см.
Используется межстрочный интервал 1,5. Для основного текста
используется шрифт Times New Roman, размер (кегль) 14 пунктов. Для
заголовков рекомендуется использовать кегль 18 пунктов.
Абзацный отступ составляет 1 ,25 см. Абзацы выравниваются по ширине.
Между абзацами нет увеличенных интервалов.
Все страницы имеют сквозную нумерацию, начиная с титульного листа.
На титульном листе номер не проставляется. Номер ст раницы в нижнем поле,
по центру.
1 При необходимости дополнительных пояснений необходимо обращаться к ГОСТ 7.32 -2001 Отчет о научно-
исследовательской работе, ГОСТ 2.105-95 Общие требования к текстовым документам, ГОСТ Р 7.0.12-2011
Библиографическая запись. Сокращение слов и словосочетаний на русском языке. Общие правила и
требования, ГОСТ Р 7.0.5-2008. Библиографическая ссылка. Общие требования и правила составления
Титульный лист оформляется по образцу (Приложение 1).
Содержание ВКР — оглавление работы,"
58,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,17,"бщие правила и
требования, ГОСТ Р 7.0.5-2008. Библиографическая ссылка. Общие требования и правила составления
Титульный лист оформляется по образцу (Приложение 1).
Содержание ВКР — оглавление работы, сформированное
автоматически. Оглавление не должно быль более 2 страниц и иметь не глубже
трех уровней заголовков. Титульный лист и аннотация не при водятся в
оглавлении.
Распечатанная работа должна быть переплетена. Рекомендуется формат
переплета с прозрачной обложкой на пластиковой пружине либо твердый
переплет. Возможны дополнительные варианты переплёта: например,
приклейка уголка для отзыва и рецензии (прозрачный пластик).
3.2 Правила написания аббревиатур, сокращений и имен собственных
В тексте выпускной квалификационной работы, кроме общепринятых
буквенных аббревиатур, могут быть исп ользованы вводимые лично авторами
буквенные аббревиатуры, сокращенно обозначающие какие-либо понятия из
соответствующих о бластей знания. При этом первое упоминание таких
аббревиатур указывается в круглых скобках после полного наименования, в
дальнейшем они употребляются в тексте без расшифровки. Аббревиатура с
расшифровкой приводится также в списке сокращений и обозначений.
Сокращение русских"
59,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,18,"круглых скобках после полного наименования, в
дальнейшем они употребляются в тексте без расшифровки. Аббревиатура с
расшифровкой приводится также в списке сокращений и обозначений.
Сокращение русских слов и словосочетаний в тексте ВКР производится
по ГОСТ 7.12-93.
Фамилии, названия учреждений, организаций, фирм, название изделий и
другие имена собственные в тексте ВКР приводят на языке оригинала.
Допускается транслитерировать имена собственные и приводить названия
организаций в переводе на язык ВКР с добавлением (при первом упоминании)
оригинального названия.
3.3 Правила написания формул
Формулы располагают отдельными строками в центре листа или внутри
текстовых строк. В тексте рекомендуется помещать короткие простые
формулы, не имеющие самостоятельного значения и не пронумерованные.
Наиболее важные формулы, а также длинные и громоздкие формулы,
содержащие знаки суммирования, произведения, дифференцирования,
интегрирования, располагают на отдельных строках. Для экономии места
несколько коротких однотипных формул, выделенных из текста, можно
помещать на одной строке, а не одну под другой.
Нумеровать следует наиболее важные формулы, на которые имеются
ссылки в работе. Порядковые"
60,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,19,"колько коротких однотипных формул, выделенных из текста, можно
помещать на одной строке, а не одну под другой.
Нумеровать следует наиболее важные формулы, на которые имеются
ссылки в работе. Порядковые номера формул обозначают арабскими цифрами в
круглых скобках у правого края страницы. Обозначения, приведенные
латинскими и русскими буквами, пишутся курсивом; остал ьные символы в
формуле (включая греческие буквы, цифры, знаки, скобки) пишутся обычным
шрифтом; математические знаки (плюс, минус, …) отбиваются пробелом.
Например,
C = (1 + 𝑥)𝑛 = 1 +
1! +
𝑛(𝑛−1)𝑥2
2! + ⋯ (1)
Обязательно приводятся описания обозначений в формуле. В тексте
должна быть ссылка на каждую пронумерованную формулу.
Формулы, помещаемые в приложениях, должны нумероваться отдельной
нумерацией арабскими цифрами в пределах каждого приложения с
добавлением перед каждой цифрой обозначения приложения, например
формула (В. 1). Ссылки в тексте на порядковые номера формул дают в скобках.
Пример: (...) в формуле (1). Допускается нумерация формул в пределах раздела.
В этом случае номер формулы состоит из номера раздела и порядкового номера
формулы, разделенных точкой, например (3.1).
3.4 Правила оформления таблиц,"
61,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,20,"Допускается нумерация формул в пределах раздела.
В этом случае номер формулы состоит из номера раздела и порядкового номера
формулы, разделенных точкой, например (3.1).
3.4 Правила оформления таблиц, рисунков и графиков
Таблицы и рисунки должны иметь названия и порядковую нумерацию.
В тексте работы должны быть обязательно ссылки на них (например, табл. 1,
рис. 3). Нумерация таблиц и рисунков должна быть сквозной для всего текста
выпускной квалификационной работы.
Порядковый номер таблицы проставляется в правом верхнем углу над ее
названием. В каждой таблице следует указывать единицы измерения
показателей и период времени, к которому относятся данные. Если единица
измерения в таблице является общей для всех числовых табличных данных, то ее
приводят в заголовке таблицы после ее названия. Примерами оформления
таблицы могут являться таблица 1 и таблица 2:
Таблица 1 – Энергетический базис деления ядра урана-235
Вид энергии Энергия Доля от общего
количества
высвобождающейся
энергии, % пДж МэВ
Кинетическая энергия
осколков деления 26,9 168 83,5
То же, нейтронов
деления 0,8 5 2,5
Энергия
радиоактивного
излучения продуктов
деления 2,9 18 9,0
Энергия нейтрино,
испускаемых
продуктами"
62,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,21,", % пДж МэВ
Кинетическая энергия
осколков деления 26,9 168 83,5
То же, нейтронов
деления 0,8 5 2,5
Энергия
радиоактивного
излучения продуктов
деления 2,9 18 9,0
Энергия нейтрино,
испускаемых
продуктами деления 1,6 10 5,0
Всего 32,2 201 100
Таблица 2 – Возрастная структура производственного оборудования в
промышленности России, %
Год
Всё
оборудование
на конец года
Из него в возрасте, лет Средний
возраст,
лет до 5 6–10 11–20 свыше 20
1980
1990
1995
1996
1997
1998
1999
2000
2002
100
35,5
29,4
10,1
7,2
5,2
5,4
4,1
4,7
5,7
28,7
28,3
29,8
27,5
24,1
20,1
15,2
10,6
7,6
25,1
27,3
36,9
39,5
42,2
44,2
45,8
46,5
45,1
10,7
15,0
23,2
25,8
29,0
31,6
34,8
38,2
41,6
9,5
10,8
14,3
15,2
16,1
17,0
17,9
18,7
19,4
При оформлении таблиц используется шрифт на 1 пункт меньше основного
текста, допускается использовать шрифт Arial 10. межстрочный интервал в таблице
одинарный, выравнивание по левому краю без отступа. Столбцы с цифрами
выравниваются по разрядам, чтобы единицы стояли под единицами, десятки под
десятками и т.д. Выравнивание заголовков столбцов допускается по центру.
Таблицу с большим количеством строк допускается переносить на другой лист
(страницу). При переносе части таблицы на другой лист"
63,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,22,"десятками и т.д. Выравнивание заголовков столбцов допускается по центру.
Таблицу с большим количеством строк допускается переносить на другой лист
(страницу). При переносе части таблицы на другой лист (страницу) слово
«Таблица» и номер ее указывают один раз справа над первой частью таблицы,
над другими частями пишут слово «Продол жение» и указывают номер
таблицы, например: «Продолжение таблицы 1». При переносе таблицы на
другой лист (страницу) заголовок помещают только над ее первой частью, а
названия столбцов или их номера (тогда под строчкой заголовков столбцов вводят
строчку номеров столбцов таблицы) должны дублироваться на каждой странице.
Пример см. в табл. 3:
Таблица 3 – Номинальные размеры, в миллиметрах
Номинальный
диаметр резьбы
болта, винта,
шпильки
Внутренний
диаметр
шайбы
Толщина шайбы
легкой нормальной тяжелой
а b а b а b
2,0 2,1 0,5 0,8 0,5 0,5 — —
2,5 2,6 0,6 0,8 0,6 0,6 — —
3,0 3.1 0,8 1,0 0,8 0,8 1,0 1,2
Продолжение таблицы 3
Номинальный
диаметр резьбы
болта, винта,
шпильки
Внутренний
диаметр
шайбы
Толщина шайбы
легкой нормальной тяжелой
а b а b а b
4,0 4,1 1,0 1,2 1,0 1,2 1.2 1.6
… … …. …. …. …. …. ….
42,0 42,5 --- --- 9.0 9,0 --- ---
Порядковый номер рисунка и"
64,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,23,"шпильки
Внутренний
диаметр
шайбы
Толщина шайбы
легкой нормальной тяжелой
а b а b а b
4,0 4,1 1,0 1,2 1,0 1,2 1.2 1.6
… … …. …. …. …. …. ….
42,0 42,5 --- --- 9.0 9,0 --- ---
Порядковый номер рисунка и его название проставляются под рисунком,
посередине строки. При построении графиков по осям координат в водятся
соответствующие показатели, буквенные обозначения которых выносятся на
концы координатных осей, фиксируемые стрелками. При необходимости вдоль
координатных осей делаются поясняющие надписи. Шрифт подписи рисунка,
как и таблицы, на 1 пункт меньше.
Рисунок 1 – Изменение концентрации азота в резонаторе в процессе горения
разряда и времени хранения резонатора кривая 1 - 0 часов, кривая 2 - 600 часов,
кривая 3 - 1500 часов, кривая 4 - 2500 часов, кривая 5 - 5000
Рисунок 2 – Пользовательский интерфейс диспетчерского приложения
3.5 Правила нумерации страниц
Страницы ВКР следует нумеровать арабскими цифрами, соблюдая
сквозную нумерацию по всему тексту. Номер страницы проставляют в центре
нижней части листа без точки. Титульный лист включают в общую нумерацию
страниц ВКР. Номер страницы на титульном листе не пр оставляют.
Иллюстрации и таблицы, расположенные на отдельных листах,"
65,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,24,"центре
нижней части листа без точки. Титульный лист включают в общую нумерацию
страниц ВКР. Номер страницы на титульном листе не пр оставляют.
Иллюстрации и таблицы, расположенные на отдельных листах, включают в
общую нумерацию страниц работы. Если формат работы требует вставки
листов формата АЗ, это возможно, они также вшиваются в работу.
3.6 Правила нумерации разделов
Разделы ВКР должны иметь порядковые номера в пределах всего
документа, обозначенные арабскими цифрами без точки и записанные с
абзацного отступа. Подразделы должны иметь нумерацию в пределах каждого
раздела. Номер подраздела состоит из номеров раздела и подраздела,
разделенных точкой. В конце номера подраздела точка не ставится. Разделы,
как и подразделы, могут состоять из одного или нескольких пунктов. Если
раздел не имеет подразделов, то нумерация пунктов в ней должна быть в
пределах каждого раздела, и номер пункта д олжен состоять из номеров раздела
и пункта, разделенных точкой. В конце номера пункта точка не ставится.
Пример:
1 Типы и основные размеры
1.1
1.2 Нумерация пунктов первого раздела
1.3
2 Технические требования
2.1
2.2 Нумерация пунктов второго раздела
2.3
Если раздел имеет подразделы, то нумерация"
66,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,25,"авится.
Пример:
1 Типы и основные размеры
1.1
1.2 Нумерация пунктов первого раздела
1.3
2 Технические требования
2.1
2.2 Нумерация пунктов второго раздела
2.3
Если раздел имеет подразделы, то нумерация пунктов должна быть в
пределах подраздела и номер пункта должен состоять из номеров раздела,
подраздела и пункта, разделенных точками, например:
3 Методы испытаний
3.1 Аппараты, материалы и реактивы
3.1.1
3.1.2 Нумерация пунктов первого подраздела третьего раздела
документа
3.1.3
3.2 Подготовка к испытанию
3.2.1
3.2.2 Нумерация пунктов второго подраздела третьего раздела
документа
3.2.3
Если раздел состоит из одного подраздела, то подраздел не нумеруется.
Если подраздел состоит из одного пункта, то пункт не нумеруется. Наличие
одного подраздела в разделе эквивалентно их фактическому отсутствию.
Пункты, при необходимости, могут быть разбит ы на подпункты, которые
должны иметь порядковую нумерацию в пределах каждого пункта, например
4.2.1.1, 4.2.1.2, 4.2.1.3 и т. д.
Внутри пунктов или подпунктов могут быть приведены перечисления.
Перед каждым перечислением следует ставить дефис или, при необ ходимости
ссылки в тексте документа на одно из перечислений, строчную букву (за
исключением"
67,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,26,"подпунктов могут быть приведены перечисления.
Перед каждым перечислением следует ставить дефис или, при необ ходимости
ссылки в тексте документа на одно из перечислений, строчную букву (за
исключением ё, з, о, г, ь, и, ы, ъ), после которой ставится скобка. Для
дальнейшей детализации перечислений необходимо использовать арабские
цифры, после которых ставится скобк а, а запись производится с абзацного
отступа, как показано в примере:
а)___________
б)___________
1)_____
2)_____
в)___________
Каждый структурный элемент ВКР следует начинать с нового листа
(страницы).
3.7 Правила оформления списка использованных источников
Список использованных источников представляет собой
библиографический список, в который включаются монографическая и
учебная литература, периодическая литература (статьи из журн алов и газет),
законодательные и инструктивные материалы, статистические сборники и
другие отчетные и учетные материалы, Интернет-сайты.
Сведения об источниках следует располагать в порядке появления
ссылок на источники в тексте отчета и нумеровать арабскими цифрами без
точки и печатать с абзацного отступа. Возможно также расположение
использованных источников в списке в алфавитном"
68,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,27,"рядке появления
ссылок на источники в тексте отчета и нумеровать арабскими цифрами без
точки и печатать с абзацного отступа. Возможно также расположение
использованных источников в списке в алфавитном порядке.
Ссылка на источник дается на языке указанного источника.
При ссылке на авторскую книгу указываются в следующем порядке:
фамилия и инициалы автора(-ов), название книги, том (если есть), город,
издательство, год, раздел (если требуется).
Общие правила:
 между фамилией и инициалами автора — только пробел;
инициалы пишутся после фамилии, после каждого из них ставится точка, а
между ними нет пробела;
 название книги пишется без кавычек, но с точкой на конце; слово
«том» пишется сокращенно «Т.»; после номера тома ставится точка, название
тома пишется без кавычек, но с точкой на конце;
 города Москва и Санкт-Петербург пишутся сокращенно (М. и
СПб.), а все остальные — полностью;
 город от издательства отделяется двоеточием;
 название издательства пишется без кавычек и без слова
«издательство»;
 после издательства перед годом издания ставится запятая;
 после года слово «год» или сокращение «г.» не пишется, ставится
точка;
 при ссылке на конкретные страницы книги пишется"
69,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,28,"ва
«издательство»;
 после издательства перед годом издания ставится запятая;
 после года слово «год» или сокращение «г.» не пишется, ставится
точка;
 при ссылке на конкретные страницы книги пишется «С.», а через
пробел диапазон номеров страниц, разделенных дефисом;
 при наличии авторов редактор не указывается.
Пример:
1. Новиков Д.А. Теория управления организационными системами. 2-
е изд. М.: Физматлит, 2013. С. 100-103.
2. Гаврилов Д.А. Управление производством на базе стандартов MRP-
II — принципы и практика. СПб: Питер, 2012.
3. Смирнов Г.Н., Сорокин А.А., Тельников Ю.Ф. Проектирование
экономических информационных систем: Учебник. М.: Финансы и
статистика, 2011.
При ссылке на книгу без авторов (под редакцией) указываются в
следующем порядке: название книги, том (если есть), фамилия и инициалы
редактора(-ов), город, издательство, год, раздел (если требуется).
Дополнительные правила:
 после названия книги (с томом, если есть) вместо точки ставится
символ наклонной вправо черты;
 после наклонной черты пишется «Под ред.» (англ.: «Ed. By») и
указывается фамилия и инициалы редактора(-ов);
 регалии редакторов не указываются.
Пример:
1. Глобальный бизн ес и инфо рмационные т"
70,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,29,"ты;
 после наклонной черты пишется «Под ред.» (англ.: «Ed. By») и
указывается фамилия и инициалы редактора(-ов);
 регалии редакторов не указываются.
Пример:
1. Глобальный бизн ес и инфо рмационные т ехнологии / П од р ед.
Попова В.М. М.: Финансы и статистика, 2011.
При ссылке на статью в журнале указываются в следующем порядке:
фамилия, инициалы автора(-ов), название статьи, название журнала, год, том
(volume), номер (number), выпуск (issue), страницы (pages).
Дополнительные правила:
 после названия статьи вместо точки ставится два символа наклонной
черты;
 после наклонной черты пишется название журнала (можно
использовать общепринятые сокращения);
 после названия журнал ставится точка;
 для указания тома, номера, выпуска и страниц следует
использовать стандартные сокращения: Т., №, вып., С. (англ.: V., N., I., P.);
 том, номер и выпуск пишутся через запятую;
 следует указывать диапазон страниц.
Пример:
1. Сластников С.А. Решение задач маршрутизации транспорта
методом муравьиных колоний // Мехатроника, автоматизация, управление.
2014. № 1. С. 18-21.
При ссылке на доклад в сборнике трудов указываются в следующем
порядке: фамилия и инициалы автора(-ов), название доклада,"
71,8,Методические рекомендации по ВКР,vkr_guidelines.pdf,https://www.hse.ru/mirror/pubs/share/1011417046.pdf,methodical,vkr,30,"вьиных колоний // Мехатроника, автоматизация, управление.
2014. № 1. С. 18-21.
При ссылке на доклад в сборнике трудов указываются в следующем
порядке: фамилия и инициалы автора(-ов), название доклада, наз вание
мероприятия, в рамках которого выпущен сборник, тема мероприятия, год, том
(если есть), страницы.
Дополнительные правила:
 название мероприятия указываются на месте названия журнала;
 тема мероприятия пишется в кавычках после его названия;
 нигде не указываются даты мероприятия (год выпуска трудов
необходим и достаточен).
Пример:
2. Сластников С.А. Применение алгоритма муравьиной колонии для
решения задачи маршрутизации транспорта // Ежегодная научно -техническая
конференция студентов, аспирантов и молодых специалистов МИЭМ НИУ
ВШЭ: Тезисы докладов. М.: МИЭМ НИУ ВШЭ, 2013. C.62-63.
3. Belov A., Sla stnikov S. A Metaheuristic Approach for the Problem of
Motor Fuel Distribution // 2nd International Conference on Information Technology
and Quantitative Management, ITQM 2014, Volume 31 . – Procedia Computer
Science, 2014. P.143-150
При ссылке на интернет-источник придерживаются вышеизложенных
правил и дополнительно указывают унифицированный указатель интернет-
ресурса (URL)"
